Id,ProductId,Score,Time,Summary,Text,HelpfulnessNumerator,HelpfulnessDenominator,ReviewDate,HelpfulnessRatio
77651,B001LG940E,4,1236729600,Soda Juice II,"In the Beginning there was Fruit Juice, and there was Soda Pop, and never the twain should meet... unless you mixed them yourself. But then somebody got the Great Idea -- when reconstituting fruit juice after Pasteurization, why not reconstitute it with carbonated water? Thus was born...<br /><br />Soda Juice!<br /><br />And I tasted it, and it was Good! Frankly, I found Black Cherry, Kiwi Berry, and Watermelon Strawberry pretty similar in taste, Orange Tangerine more distinctly tart, but I enjoyed all of them.<br /><br />In the cans you have 5 other flavor choices: <a href=""http://www.amazon.com/gp/product/B001LGGH2C"">The Switch Fruit Punch, 8.3 Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B001LG943G"">The Switch Grape, 8.3 Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B001LGGH40"">The Switch Kiwi Berry, 8.3 Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B001LG945O"">The Switch Orange Tangerine, 8.3 Ounce Cans (Pack of 24)</a>, and <a href=""http://www.amazon.com/gp/product/B001LGGH54"">The Switch Watermelon Strawberry, 8.3 Ounce Cans (Pack of 24)</a>.<br /><br />Since virtually nothing is added, the slight nutritional differences must be due to the characteristics of the different juices being used. Fruit Punch, Orange Tangerine, and Watermelon Strawberry have the highest calories, 140; Kiwi Berry is next, 135; Black Cherry is next, 130; and Grape has the lowest, 125.  Orange Tangerine and Watermelon Strawberry have the highest total carbohydrates, 36g; Black Cherry and Fruit Punch are next, 35g; Kiwi Berry is next, 34g; and Grape has the lowest, 33g. Finally Watermelon Strawberry has the highest sugars, 35g; Fruit Punch and Orange Tangerine are next, 34g; Black Cherry and Kiwi Berry are next, 33g, and Grape is the lowest, 32g.<br /><br />Note: all of these are fruit juice blends so those with fruit juice health concerns need to be aware of more than just the title juice. All contain acerola, apple, and grape juice. In addition to their title juices Kiwi Berry contains raspberry and strawberry, and Fruit Punch contains cherry, lemon, and pineapple.  Orange Tangerine also contains soy.<br /><br />Compare and Contrast: a similar product is worth considering: <a href=""http://www.amazon.com/gp/product/B0014WYY1E"">Izze All Natural Sparkling Juice, Apple, 8.4-Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B0014WYXYW"">Izze All Natural Sparkling Juice, Blackberry, 8.4-Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B0014X5O1C"">Izze All Natural Sparkling Juice, Clementine, 8.4-Ounce Cans (Pack of 24)</a>, <a href=""http://www.amazon.com/gp/product/B0014WYXTC"">Izze All Natural Sparkling Juice, Grapefruit, 8.4-Ounce Cans (Pack of 24)</a>, and <a href=""http://www.amazon.com/gp/product/B0014WYXQK"">Izze All Natural Sparkling Juice, Pomegranate, 8.4-Ounce Cans (Pack of 24)</a>.  The difference? The Izze products are fortified with vitamins: B6 and Niacin in addition to C and have roughly three fifths the calories, total carbohydrates, and sugars of The Switch products.",19,22,2009-03-11,0.8636363636363636
138951,B0041CIR62,5,1327968000,Super thin yet excellent structure even in soup,"I'm not usually a big fan of rice noodles but I love brown rice so I thought these would be less starchy then the usual white rice noodles. I was right, they are much less starchy. I was surprised how well these noodles held up even after soaking about 6 minutes and then dropping them in a little boiling water for about 20 seconds. I used them in Vietnamese Pho soup and they were really wonderful. We were both surprised that as thin as they are they held together and were even a little firm and very easy to eat out of the big soup bowls with chop sticks. On their own they are not super flavorful like all rice noodles but they do taste like brown rice it's just subtle. They were a very pleasant surprise especially since we usually go for thick chewy udon noodles yet, I still felt very satisfied with these nice thin brown rice noodles. They are also great tossed with a simple seafood saute with some green onions, mushrooms and sesame oil and a touch of soy. I don't care for fried anything so we soak them in cold water while a little water is on the stove boiling and when it's hot we just drop them in for about 20 seconds and they are firm and tender ready to toss with fresh ingredients. I will definitely buy these again!",0,1,2012-01-31,0.0
335290,B003D4MW38,5,1314662400,Great Tea - Stupid Name,"This is an excellent ""everything but the kitchen sink"" blend.  It's my favorite tea.  High quality product and individual foil packaging to retain it.  Pity it was given such an idiotic name.",2,5,2011-08-30,0.4
37787,B000LKVDO6,1,1312243200,dont like the taste,I am not a big fan of pav bhaji but this tastes worse of all the pav bhajis I ate,0,0,2011-08-02,0.0
532328,B003IMARUK,5,1283385600,Muffin's food,"My dog's dermatologist put her on this food because she itches and scratches and a fortune in tests solved nothing.  She tolerates this food very well.  She doesn't care for the bagged form, but eats a can of this daily.<br />It is the only dog fod so far that doesn't cause problems.  She is very allergic, sensitive and can't eat grains,milk products and after a while beef, chicken and turkey didn't work for her.",4,4,2010-09-02,1.0
527823,B000GZUAIG,5,1238284800,"Quick, tasty, nutritious - what more could you want?","We are nearly out of our first order of whole wheat couscous - we really like this stuff, but it is difficult to find locally - it is such a quick side dish - ideal when we are in a hurry, but for quick food, it doesn't shortchange us on nutrients. We sometimes add curry powder - it depends on what the meal is like. Well, back to our order, we're about to order it again!",1,1,2009-03-29,1.0
150492,B000LQJKGS,4,1172016000,"just as with griotte, its a great filling","in a chockie coating that should be so much better!<br />this particular filling is mint flavored and really neat (don't remember that i ever tried anything like it) but again, the chocolate it's in is not so great..<br />damn shame.",0,0,2007-02-21,0.0
300413,B000FVMT3K,5,1325808000,Sudductively Addictive Spice,I originally purchased this for use in a single dish and found myself sprinkling a dash or two on stews and Mediterranean rice dishes that needed a little extra zing! You have to try it to really know what I'm referring to when I mean zing!,1,1,2012-01-06,1.0
407445,B0015VTGEO,5,1301270400,Excellent Drink,"This is Zola Acai with blueberry juice.  It is a 12 FL. Oz (354 ML) plastic bottle with an easy open twist off cap.  It is quite tasty, quite pleasant, just sweet enough and not overbearing.  (I hate things that are sickening sweet and I hate things that have the artificial sugars like aspartame and such.  This is neither.)  The bottle suggests you serve it cold.  I just threw it in my bag and took off for work.  I drank it at room temperature.  (It may be tastier when cold but it was great at room temp.) I selected this flavor because of the alleged health benefits of both Acai and Blueberry.<br /><br />The bottle says all kinds of good things:  All natural, USDA organic, Brazilian Superfruits.  Each bottle provides 1200 mg Omega 3, 6, and 9 Fatty Acids.  (That was pretty impressive and it was a lot tastier than those wild salmon vitamin tablets for Omegas--burp--ewww.) Ingredients in order listed (1st listed is supposed to be highest concentration of, and down the list): Organic Acai Pulp, Organic Evap Cane Juice, Organic Blueberry Juice Concentrate, Organic Guarana (24 mg natural caffeine), Citric Acid, Soy Lecithin, Natural Flavors.  There are 1 1/2 servings in a bottle, so calories for the bottle are about 146.  An 8 oz serving includes 1.5g total fat, .5 is saturated fat, 0 mg cholesterol, 26 mg sodium, 18 mg potassium, 27 total carbs (1g being dietary fiber and 20g sugars, and 1g protein. An 8 oz serving contains 4% vitamin A, 15% vitamin C, 2% calcium, 10% iron, 10 % vitamin E.  93% juice.  Refrigerate after opening (but you'll likely drink the whole thing--the bottle is only 6 1/2 inches tall.  It is produced in the USA and distributed from California.<br /><br />I think that pretty much says it all.  I will not hesitate to buy this product again.  I will not hesitate to try the other flavors available.  It is a good drink to bring for lunch at work (or a liquid snack).  If I had a school child, I believe it would make a nice, healthy drink to pack with his/her lunch.",1,2,2011-03-28,0.5
205531,B002YLK9OU,4,1325721600,Great for making wheat bread or rolls,"I have been trying to convert to more organic products but price is often a sore spot in my quest.  This flour is pricey but it makes great organic bread and rolls at half the cost of buying organic rolls/bread.  I use it to make bread, hamburger/hotdog buns and dinner rolls.  I add some extra vital wheat gluten to make things a little lighter and fluffier since I use exclusively wheat flour.  My family really enjoys the finished products.  I have it one subscribe and save now which makes it less costly and now I no longer have to buy organic bread products at the supermarket.",2,2,2012-01-05,1.0
3541,B000YPKODY,1,1318377600,"Love Cracker Jacks, hate them from Amazon","I don't know the deal is here but they are terrible.  I love Cracker Jacks and not just cause there is a prize, especially now that the prizes are pointless compared to what you use to get.<br /><br />These arrived and the first box I ate seemed very stale, checked the date and was not expired and the date was a long ways away so I figured maybe it was that box.  But I'm a few boxes in now and they are all the same it's like chewing on cardboard.  I event went to the local 7-11 to get some to compare and those at 7-11 were 1000 timex better.<br /><br />Since it was so cheap to get them it's not worth the hassle to send them back so I think I'll just give them out for halloween.",1,1,2011-10-12,1.0
76746,B0049ULB78,5,1280448000,Mother loves it!,"I buy this coffee for my mother. She has a Keurig. She likes a ""bold"" coffee and she really likes this one!",6,8,2010-07-30,0.75
246627,B003DNL9TC,5,1340409600,A refreshing and light raspberry flavored tea!,"We love Crystal Light drinks and we drink them all the time.  In the summer we drink a lot of iced tea but we also watch our caffeine intake.  This Crystal Light flavor is ideal for us as it is almost caffeine free and the light raspberry flavor just makes the drink better without overwhelming the taste of the tea.  This is one of our favorite flavors of Crystal Light and we think that you will like it also! It is best when served cold for the ideal taste.<br /><br />Benefits:<br />* Low Sodium.<br />* 99% caffeine free with only 10 mg of caffeine per serving.<br />* Non-carbonated and easier on your stomach.<br />* One packet makes 8 servings and there are 5 packets per container so you get 40 servings per container and this item features a pack of four.<br />* Only 5 calories per serving with 5 mg of sodium and less than 1 g of carbohydrates.<br />* Each serving provides 10% of your daily requirements of vitamin E, vitamin A and vitamin C.<br />* Less expensive than carbonated beverages.",1,1,2012-06-23,1.0
146045,B000SDKDM4,5,1278806400,Best espresso roast for the money,"I'm amazed, at its price point, that anyone would criticize this bean.  I notice one review that criticizes it, but then describes the reviewer as ""(I mean I'm not a novice for espresso) i own a semi-automatic espresso machine (DeLongi BAR32 before and now Saeco Aroma, Breville BCG450XL Conical Burr Grinder) about 5 years"" ... well wait ... he owns an $80 Delongi upgraded to a $250 Saeco, and a $90 grinder ... yuch!  You cannot get a setup that will do these beans justice for under $2000 (my setup is bare bones with a $2000 Quickmill Anita with PID and filtered plumbin; and a $700 Mazzer Mini ... all cleaned and adjusted obsessively).<br /><br />OK, if I had all the money in the world, I'd always get Black Cat from Intelligensia (the best bean in the world), but it is twice to three times the price of Lavazza.",0,3,2010-07-11,0.0
262437,B000NY9QLC,5,1244937600,first time sprouters,"The sprouting system works very well. We are eating fresh sprouts in just a few days as the instructions said. It's easy & fun plus you are getting high quality, fresh, nutrient filled food.",7,7,2009-06-14,1.0
251871,B000EVKHNA,5,1255737600,Great substitute,"My son has been on a gluten-free diet for ADHD for three years.  This flour is a life saver!  I actually prefer it to all-purpose flour when making cakes (my cookies do tend to fall apart easily, though). I use it for desserts as well as in casseroles and sauces calling for ""regular"" flour.",5,5,2009-10-17,1.0
221535,B002AYC7TG,5,1346976000,Tuffy Likes It!!!,"Tuffy, my 7 lb Pomeranian, has been the pickiest eater these 12 years and I have spent many hours searching for organic/natural products for him. It's been very difficult to find food he likes, but he went right to the venison and I am elated!<br /><br />I was unfamiliar with air-dried products and was surprised how dense the pieces are. He's eating a little more than recommended, but that's okay with me, it's good stuff.<br /><br />I highly recommend this product, not only because Tuffy likes it, but it is also a great value.",0,0,2012-09-07,0.0
73780,B000HDOPZG,5,1278374400,Irresistable!,"My husband and I just looked at each other after eating one of the lemon wafer cookies and sighed.  The flavor is pure deep natural lemon, tart and bright, with a sweet creamy finish--nothing like any other lemon-flavored cookie I've ever bought.  Honestly, these are just terrific little cookies.<br /><br />And when we thought it couldn't get better, we tried the chocolate.  Natural, dense, delicious, dark chocolate taste.<br /><br />We plowed through both bags just going back and forth: lemon, chocolate, lemon, chocolate....<br /><br />No gross artificial taste.  No waxy texture to the cream.  No meek, bland flavors.  Just all-natural goodness that will blow your socks off.<br /><br />Time for another bag.",14,14,2010-07-06,1.0
349532,B001BZ5UOE,1,1330992000,Peanuts weren't up to parr!!!,"My husband has eaten the superior nuts for a long period of time and was thrilled to find out he could get the large cans on amazon.com. He has always thought Superior  were the best peanut you could get, but this time they were hard and tasted a bit old, even though the date on the can indicated they weren't.  Needless to say, he won't be buy anymore Superior nuts, especially on line.  Linda Miller",0,0,2012-03-06,0.0
317319,B006L71NXO,5,1276819200,Real Customer Service,"I ordered this collection on 6/9/10 and it arrived on 6/12. Although it was was very well-packaged, this did not prevent the USPS from managing to break one of the tubes. The seller was contacted by email and a replacement requested. As this was a birthday gift and the occasion was only a week away, I offered to pay for expedited shipping. Seller responded immediately stating that a replacement would be shipped ASAP. The replacement tube arrived three days later in good shape. My offer to pay additional shipping charges was declined. In summary, this product is excellent and the customer service absolutely first rate. I highly recommend both the product and the seller.",10,12,2010-06-18,0.8333333333333334
221247,B000LKVS46,5,1252713600,great stuff,"Better than the pintos, and that's saying a lot because the pintos are awesome.  We picked up a box of these black beans on sale for the same price as the pintos and wish we had ordered more.  If you have never used these beans, they are very, very easy, convenient and delicious.  If you have never used them before, simply boil water, add to the desired consistency and by the time you can chop a tomato, pepper and onion, you have a burrito. Simple dinner in a pinch.  We have been stocking these beans for about three years now and are not about to stop.  Another product that is a must have is the Villaware Electric Tortilla press.",3,3,2009-09-12,1.0
382912,B002T0IHPO,5,1326585600,Diet Pink Grapefruit Sodamix Syrup,"Very, very good.  Refreshing and thirst quenching.  I Love It.  If you like Grapefruit, you'll like this drink. Just tried it in my SodaStream and it was delicious.  When you don't want sweet and you want refreshed,  this is the way to go.",0,0,2012-01-15,0.0
301691,B001CFMGGI,4,1314576000,Good product,"This has a great taste.<br /><br />The concentration is not a strong as one other brand I have tried, but this is the best I have found for the price using the subscription service. I use 1/month. I keep it in the freezer because it won't freeze and it will keep a long time.<br /><br />I mix it with plain yogurt, raw oats, almonds, and flax seed every morning, starts the day right as rain.",2,2,2011-08-29,1.0
419132,B002KAMLDM,5,1324166400,Numi Dancing Leaves Tea Pot,"As an avid Numi fan, I love giving the Dancing Leaves (or the Flowering Tea Gift Set) as gifts for the holidays.<br />Everyone I've given this to has loved the experience of watching the tea bloom after the hot water is added.<br />The tea pot and flowering teas are both handcrafted with love and care, and it shows when the tea blooms.<br />There's an added bonus too - the flowering tea is organic!  No steeping disgusting pesticides and chemicals along with this delicious tea.",1,1,2011-12-18,1.0
97119,B0017I1QDO,1,1322784000,Great salsa - what's up with the new price?,"This stuff is great. I ordered a three pack last week for $13.39 here at amazon. I went to re-order today and's it's $18.74. What's up with that? This stuff is good, but at the new price ...I will definitely pass.",3,3,2011-12-02,1.0
459125,B002OFU7W0,2,1245196800,sweet mcnuggets,these are good but verrry sweet.... they taste kind of chinese sweet bbq sauce... high protein,0,1,2009-06-17,0.0
224544,B000EQT574,5,1294185600,Delicious!,"These might be the best chips I have ever had.  The ""Used By"" date is March 2011, but I had to cut this bag open as it was sealed up so tightly (this is the first bag of chips I've had to cut open..if I really reeked on it I could have got it, but I didn't want it to explode in my face).  No worries, you will be happy you got these.",0,0,2011-01-05,0.0
366861,B003APAMBE,5,1305244800,Great pre workout drink!,I love this drink before working out. The price at the gym is to costly so I decided to order it from Amazon. This was a deal. The drinks came in on time and the package was in tact. I would definitly buy again from this company.,0,0,2011-05-13,0.0
339498,B00375LB9E,5,1290384000,These Are Great!,I bought these sprinkles for my cupcakes and not only are they gorgeous but you get a lot for the money. The silver is very true to color and they make a lovely accent to your cupcakes.,1,2,2010-11-22,0.5
347125,B001EQ5OAA,5,1307491200,Delicious,"I've only done this tea as a cold brew iced tea. There is no bitterness, just a smooth, refreshing, green taste. The ginger is very strong. I love ginger, so that is no problem for me. A second brew was significantly weaker, so I will stick to one brew per batch of leaves with this one (I am able to get three quality brews from many green teas).",1,1,2011-06-08,1.0
252409,B001EO614K,4,1323302400,Smooth in the decaffeinated version,"I can't comment on the regular, but I just bought a can of this at a local Italian grocery store in the decaffeinated and it is absolutely smooth, did not at all taste burned or bitter. It's better than any other decaf coffee in the grocery store aisle that I have tried. I picked it up because my employer brought back some coffee from Italy that was heavenly a couple of years ago but that is not available stateside. This was not quite the same, but again, was still better than anything else I've tasted from the grocery store!",0,0,2011-12-08,0.0
115426,B000Z3ODRI,1,1346198400,treats arrived in little bitty peices!,Not sure what happened but it looks like the bag had been crushed then shipped. Will return and try something else.,0,0,2012-08-29,0.0
100981,B000Z4SWII,4,1282521600,Pleasantly surprised by a unique tea!,"I bought this tea (as well as the apple cider variety) as favor gifts for an autumn tea party bridal shower. I wasn't sure if I would like it myself as I can never seem to get home brewed chai tea to taste like coffee/tea house chai. I was pleasantly surprised to find that this tea can stand alone without the milk, and although it is similar to chai, it has it's own unique flavor. I have tried it both with and without milk and enjoyed it thoroughly each time. Although this won't replace my favorite black teas, I found it a very welcome addition to my cabinet as a flavorful treat.",0,0,2010-08-23,0.0
530248,B0054YGWLI,5,1323302400,MAGNIFICENT snack,"I frequently snack on nuts while I'm at the computer, and these are a magnificent addition/substitution. I ordered all 4 flavors and only the chile is a bit much (although I think they'll be great mixed with the others). I'm thinking about using these in a homemade batch of Chex Mix for Christmas. Until then they're a terrific snack. (I'm not totally enamored of the modified corn starch, corn starch and sugar in the ingredient list but, as long as I concentrate on the calories -- 105 for 45 peas -- I'm happy.)",0,0,2011-12-08,0.0
508256,B006N3IE6A,5,1299196800,Jamaica Me Happy!,"I am a huge fan of Jamaica Me Crazy coffee.  There was a time in my life when I was totally caffeine free and off the dark stuff, but a customer in the bank I worked at brought in a pound of this coffee as a gift to the tellers.  Every time someone walked by my desk with a cup of this freshly made joe, the smell would really tempt me to go back to consuming coffee again.  Eventually it broke me down, and I am back to being a full time coffee drinker, and proud of it! Imagine how happy I was to find my favorite brew in a K-cup!  The only thing better than a cup of Jamica Me Crazy is a cup sweetened with the new Almond Joy flavor International Creamer in it to highlight the sweet coconut.  Unfortunately, we only have a Keurig at our office (I'm in Real Estate now), so I have to go to work to enjoy a cup.  I'm thinking I have a brilliant boss who knows how to get people to willingly show up to work! Now if I can just figure a way to use it to temp more buyers into our office - I'd have it made ;0)",2,2,2011-03-04,1.0
209440,B000BBS4GK,4,1330128000,Mmmmmmmmarshmallows,"I've bought several different flavors of Japanese filled marshmallows.  I recently bought this ""pudding"" flavor at a local Asian grocery store for a LOT less than this vendor is charging here.  The marshmallow part is very good, a typical marshmallow that has good mouth feel and texture.  Not too soft & squishy, not too chewy.  Pretty much like a typical American marshmallow.  The filling inside is very sweet and not at all like pudding.  It's more of a frosting/icing texture.  It is thick, smooth & creamy so it's really not bad at all.  Just don't expect a filling that is like Jello pudding.<br /><br />I would definitely buy these again but I would never pay more than three bucks a bag for them.  If you have a local Asian store, even if it's strictly Japanese, try that.  I get mine in a Korean owned store.",0,0,2012-02-25,0.0
83079,B007TGDXNO,5,1336521600,Excellent coffee,"These K-Cups arrived promptly after ordering; the are convenient to use, and the coffee tastes great. Highly recommend the product. Have had no problems.",1,1,2012-05-09,1.0
238423,B0049J2ADS,5,1314316800,YUM,Tastey & vegan! LOVE! Just the right amount of ginger & sweet..makes this a cool refreshing drink! Only wish the purchase size was smaller so I could buy a variety of flavors!,0,0,2011-08-26,0.0
460453,B001CWU9E2,5,1274745600,Best gluten free crackers,"I've tried many gluten free crackers and the ones by Glutino are without a doubt the best ones.  They are tasty, crisp and thick enough to hold up under cheese and fruit. They are a bit pricey for the small amount of product, but well worth it.  I love the two bag packaging, keeping them fresh longer.",0,1,2010-05-25,0.0
526626,B007PA30TG,1,1293667200,Yuck!,"I have ordered Breakfast Blend over the last three years.  The last order I received through Amazon was just awful! Bitter, burnt, undrinkable.....what are they doing to my once favorite coffee??",0,2,2010-12-30,0.0
268047,B002BC1YFK,2,1296172800,hmmm...not what I expected,"I love KC Masterpiece BBQ sauces, but I'm not impressed with this marinade.  Perhaps I'm not sure exactly how to use it...but it's too garilicy for the chicken dishes and seems to have an after taste I'm not fond of...<br /><br />I gave some to a co worker and she liked it, so it could just be me.",0,0,2011-01-28,0.0
285015,B0036QYBMS,1,1270598400,California Lifestyle Flax Soy Bread 24 oz. (Pack of 4),"I did not like the texture of this bread, a lot like spongy cardboard.  The vendor, however, was very responsive to my complaint and issued full credit for the three unopened loaves.",3,4,2010-04-07,0.75
440064,B000FPH1LQ,3,1294531200,Not sure about rawhides for dogs,I have heard some negative things about raw hides for dogs and associated stomach problems if they eat too much.  My miniature schnauzer never really took a liking to chewing on things for a long time so these are a good size and make me feel better that they limit how much she can eat.  It just worries me a little bit how fast she eats them.,0,0,2011-01-09,0.0
506776,B000F4DKCG,5,1325203200,delicious,"I like this tea very much. I ran out of it and am now suffering through a brand that supposedly has been around for over 40 years but to me it's bitter, harsh and not palatable.<br /><br />I will stick with twinnings, it has a relaxing aroma, is highly palatable and smells divine.<br /><br />I read somewhere that chamomile softens skin, maybe I'll use that other brand to bathe in.",0,0,2011-12-30,0.0
271101,B0009XQRUK,2,1327536000,Lacks flavor,"When I read the positve reviews on this product, I ordered it.  It is definitely low sodium and if you have a medical condition that requires very low sodium,  this soup would fit the bill.  If you are just trying to cut back on salt, again this soup will work fine.  I personally feel that most of our food has way too much salt and sugar in it so I thought I would give this product a try.  I like the convenience of it being ready to serve but I must admit, it has very little flavor.  It's almost like drinking water with a slight mushroom taste.  Truthfully, I miss the salt.  I think that soup, generally, needs salt but as I stated, most are much too salty, however, this soup is just too bland.  When I added a little bit of salt, that made a big difference.  Also, I noticed that the soup is very watery and thin.  I like my mushroom soup a little more substantial.  I do think this soup would work very well in casserole recipes.  I probably will not purhase the low sodium variety of Campbell's Mushroom Soup but I do like many of their other products.  However, and this is important, if it is an absolute necessity that you cut back on salt for health reason, then this soup would be perfect for you. Some non-salt seasoning could make it more flavorful.  I give Campbell's credit for trying to make their products more health conscious.  More companies should do the same.  Salt and sugar must and should be reduced -- a little can go a long way.",2,2,2012-01-26,1.0
294208,B000LKZ3GA,5,1302134400,great for kids,"My son loves drinking chocolate milk, and i encourage him in order to get an adequate amount of calcium and vitmain D for growth. I think these are perfect for him because the size is great and its organic! i dont want him to gain too much weight from all the sugar and overdoes of growth hormones. It is also extremely portable and i can store them anywhere, not just the fridge. I would sometimes treat myself one after workout as well and they taste great!<br /><br />Although it is a bit pricey, but considering the fact that they last for a long time and they are organic and individually packed, it is totally worth it when it saves you space, money and gives you health! AND the auto ship program offers a great price too.",0,0,2011-04-07,0.0
540440,B004CWO9Y0,5,1323388800,Closest thing to 'goldfish' and my toddler loves them!,"These things are savory and light.  Very similar to the Pepperidge Farms goldfish crackers.  Great for snacks and cooking.  My toddler, who barely eats anything these days, loves them.",1,1,2011-12-09,1.0
211895,B000CNB4LE,4,1330300800,Very good coconut water,"I went to Hawaii last Fall to see a friend who introduced me to fresh, young, coconut water. Once I returned to the mainland I craved the flavor of coconut water. It is yummy and so refreshing. So I found some at the local grocery store, but it wasn't very good. Then I found this brand on sale at the store and tried it and fell in love. It is SO close to the same refreshing coconut juice I had in HI and I love it so much I have it ordered via the Amazon subscription service so that I can save a little $$$ too. Definitely recommend.",0,0,2012-02-27,0.0
430812,B006Q7YG2O,5,1344988800,My cats LOVEEEEE this,"I have 3 cats. And they all are now obsessed with this. I got the chicken flavor and I crumble one biscuit up, splitting it 3 ways and put it on top of their wet food. I feed them wet food only, but one of the cats is a dry food/dry treat addict. I give her small amounts of grain-free dry food occasionally to satisfy her, but now I think I'll switch to this! I think she just needs something with a harder texture and this is perfect.",0,0,2012-08-15,0.0
272758,B0036VLZNG,2,1350172800,I'm sticking with Progresso for GF soup,"If you took a bunch of chicken broth, cut up one baby carrot, cooked 10 fettuccine noodles and cut them up, and cooked 1 small chicken breast, threw away 90% of it, and threw the remaining 10% in a pot with the aforementioned ingredients, you'd have a better version of this soup.  It's nearly all broth.  The chicken tastes way over-processed and rubbery.  And it costs about twice as much as a larger, heartier, tastier can of Progresso soup.  Trust me, I wanted to like this, as I haven't had chicken noodle soup in the 10 years since I've been diagnosed as a Celiac.  Well, I'll never crave this stuff again, so the only chicken noodle soup I ever eat again will be made by myself.<br /><br />The flavor isn't absolutely terrible (well, the chicken is), but for what you pay--even with the Amazon discount--it's a ripoff.  I'm glad I bought one can as a test before jumping into buying a 12-pack, because I'd have a hard time making it through 11 more cans of this stuff.  Step it up, Gluten Free Cafe.  And the picture on this can is hilarious-- I think if you took the whole 12 pack, boiled off the broth, and threw all the remaining ingredients into one bowl it may come close to resembling the picture.",0,0,2012-10-14,0.0
292328,B000QV2GRS,5,1307145600,Great product & fun,"Wonderful product - our kids love using it.  We fill it with glass ""jewels"" for the kids to earn as part of a rewards program for good behavior, helping out, etc...  They earn pennies, then get to collect their jewels from the machine. It's a fun novelty the kids enjoy, so it serves as motivation to do good = win-win. All $$ from gumball machine gets dontated to charity by the kids, and the kids turn in their jewels for prizes/special trips, etc.<br /><br />The machine is high quality- metal/glass construction, nice old fashioned look, easy for the kids (4 yrs & 6 yrs) to operate.  Looks nice on display. Our 'jewels' are smaller than gumballs, but bigger than M&Ms - we set the machine to the smallest opening in hopes of only getting one jewel out at a time, but two come out many times.<br /><br />Fast shipping & packed well - so no damage upon receipt. We would recommend for candy, decoration, treasures or whatever fun you come up with.",0,0,2011-06-04,0.0
234107,B001EO6E0Q,3,1212969600,Tasty but more work than needed.,"This homemade dressing is a good tasting product but not worth the trouble. You mix the seasoning with a light olive oil before using on a salad. There is plenty of flavor, full of ""italian"" seasonings.  However, it is troublesome to mix the product and store the unused portion.<br /><br />Pros: you can custom tailor the amount of flavor you want in a herb/oil dressing and use your favorite brand of oil.<br /><br />Cons: you still have to buy olive oil and a storage container to prevent wasting of the unused mixture.",0,0,2008-06-09,0.0
85888,B000633PTY,2,1233360000,"hmm... dogs enjoy, but there are healthier liver treat options","My dogs love these treats, and I do buy them occasionally because they are cheap and perched at the check-out counter of our local garden/feed store. But check out the ingredient list-- I don't think anyone can feel good about feeding their dog high-fructose corn syrup! Just not the healthiest option-- when so many of our dogs are overweight, it seems better to feed them a real liver treat, versus this product which is ""made with liver"".<br /><br />My dogs absolutely love <a href=""http://www.amazon.com/gp/product/B000255OIG"">Pro-Treat Beef Liver, Freeze Dried 14 Ounce</a> (the larger size packages are more economical). I just feel a lot better about feeding real freeze-dried liver that doesn't have all the extra junk in Bil-Jac liver treats.<br /><br />Specifically, these treats have chicken ""by-products""-- that means liquid slaughterhouse run-off and other non-human grade leftovers from the slaughterhouse. UGH! Bil-Jac also includes three preservatives, glycerin (?!), and the corn syrup.<br /><br />~~~~~~~~~~~~~~~~~~~~~~~~~~~<br />Here's the ingredient list for Bil-Jac liver treats, so you can make your own decision:<br /><br />Liver, Chicken By-Products, Chicken By-Product Meal, Corn, Chicken Fat, Glycerin, High Fructose Corn Syrup, Propylene Glycol, Wheat Flour, Phosphoric Acid, Salt, Sodium Propionate and Potassium Sorbate and BHA and Citric Acid (Preservatives), Iron Oxide.",2,4,2009-01-31,0.5
208389,B005CUU23S,5,1316476800,An innovative invention much appreciated by canines,"with the exception of my senior chihuahua that viewed the container of Lickety Stik as possibly a lethal weapon and, not wishing to take any chances, tore out of the room when she saw it for under-the-bed protection.<br /><br />""Oh well,"" I said, ""I've got three other dogs.  Let's try them.""  At first my toy bichon-poodle was also wary and stepped back.  But when she saw my shepherd and chow chow growing very excited and thrilled by this new offering, she relented and tasted some herself.  It was a decided hit.<br /><br />There are no directions on the small plastic container as to how to use, so I was uncertain if I should squeeze it and, if so, how tightly.  I quickly learned that squeezing it too firmly causes the liquid to pour out so, if squeezed, ""lightly"" should be the watchword.  I would advise the first time trying it to place a paper towel under the container until one gets the hang of manipulating the small plastic bottle and administering the treat to the dog(s), which will not be a problem as my two large dogs, and eventually the smaller one, just kept wanting to lick and lick and keep on licking.  They found this new-found gadget to be very exciting.<br /><br />What is most appealing about it to me is that it contains all natural ingredients - nothing artificial.  They consist of natural flavors, cultured milk, lecithin, rosemary extract and green tea extract.  It also contains Vitamin A.<br /><br />So this is a fun way to make your dog(s) happy, small enough to carry in your pocket, light enough for easy carrying.  Now I've only used it once, but I predict that the next time my dogs (chihuahua excepted) see me holding the by now familiar container, there'll be a stampede of sorts.  Just like in television commercials.<br /><br />Tail waggin' good!",1,2,2011-09-20,0.5
